timestamp,kW,kW_scaled
2022-09-01 03:45:31,0.468,13.698630136986306
2022-09-01 03:46:01,0.442,10.136986301369863
2022-09-01 03:46:31,0.475,14.65753424657534
2022-09-01 03:47:01,0.469,13.835616438356162
2022-09-01 03:47:30,0.457,12.19178082191781
2022-09-01 03:48:01,0.495,17.397260273972606
2022-09-01 03:48:31,0.454,11.780821917808222
2022-09-01 03:49:00,0.448,10.958904109589042
2022-09-01 03:49:31,0.467,13.561643835616444
2022-09-01 03:50:01,0.509,19.31506849315069
2022-09-01 03:50:31,0.461,12.739726027397264
2022-09-01 03:51:00,0.479,15.205479452054792
2022-09-01 03:51:30,0.453,11.643835616438357
2022-09-01 03:52:01,0.485,16.027397260273972
2022-09-01 03:52:30,0.454,11.780821917808222
2022-09-01 03:53:01,0.53,22.191780821917817
2022-09-01 03:53:31,0.466,13.42465753424658
2022-09-01 03:54:00,0.511,19.589041095890416
2022-09-01 03:54:30,0.454,11.780821917808222
2022-09-01 03:55:00,0.477,14.931506849315067
2022-09-01 03:55:31,0.451,11.369863013698632
2022-09-01 03:56:00,0.487,16.301369863013697
2022-09-01 03:56:30,0.471,14.109589041095887
2022-09-01 03:57:01,0.522,21.09589041095891
2022-09-01 03:57:30,0.471,14.109589041095887
2022-09-01 03:58:00,0.506,18.9041095890411
2022-09-01 03:58:30,0.456,12.054794520547947
2022-09-01 03:59:01,0.496,17.534246575342465
2022-09-01 03:59:30,0.453,11.643835616438357
2022-09-01 04:00:00,0.52,20.821917808219183
2022-09-01 04:00:31,0.467,13.561643835616444
2022-09-01 04:01:01,0.478,15.06849315068493
2022-09-01 04:01:30,0.464,13.150684931506852
2022-09-01 04:02:01,0.452,11.506849315068495
2022-09-01 04:02:30,0.474,14.520547945205477
2022-09-01 04:03:00,0.449,11.095890410958905
2022-09-01 04:03:31,0.47,13.972602739726025
2022-09-01 04:04:00,0.451,11.369863013698632
2022-09-01 04:04:30,0.467,13.561643835616444
2022-09-01 04:05:01,0.487,16.301369863013697
2022-09-01 04:05:30,0.456,12.054794520547947
2022-09-01 04:06:00,0.525,21.5068493150685
2022-09-01 04:06:31,0.451,11.369863013698632
2022-09-01 04:07:00,0.527,21.780821917808225
2022-09-01 04:07:30,0.456,12.054794520547947
2022-09-01 04:08:01,0.528,21.917808219178088
2022-09-01 04:08:30,0.457,12.19178082191781
2022-09-01 04:09:01,0.517,20.41095890410959
2022-09-01 04:09:30,0.461,12.739726027397264
2022-09-01 04:10:00,0.543,23.972602739726035
2022-09-01 04:10:31,0.459,12.465753424657537
2022-09-01 04:11:00,0.522,21.09589041095891
2022-09-01 04:11:30,0.456,12.054794520547947
2022-09-01 04:12:01,0.519,20.68493150684932
2022-09-01 04:12:31,0.454,11.780821917808222
2022-09-01 04:13:00,0.483,15.753424657534245
2022-09-01 04:13:31,0.468,13.698630136986306
2022-09-01 04:14:00,0.519,20.68493150684932
2022-09-01 04:14:31,0.459,12.465753424657537
2022-09-01 04:15:00,0.471,14.109589041095887
2022-09-01 04:15:30,0.466,13.42465753424658
2022-09-01 04:16:01,0.517,20.41095890410959
2022-09-01 04:16:30,0.462,12.876712328767127
2022-09-01 04:17:00,0.52,20.821917808219183
